dist	 eta-scaled	Opt	Trust	Greedy	TrustGreedy	 eta-unslaced
5368	0.839	5407	1033	5237	5189	4541
5375	0.84	5407	1002	5237	5182	4545
5382	0.841	5407	997	5237	5196	4552
5388	0.842	5407	998	5237	5182	4557
5395	0.844	5407	990	5237	5177	4564
5402	0.845	5407	1006	5237	5185	4569
5408	0.845	5407	1003	5237	5185	4573
5415	0.846	5407	983	5237	5190	4579
5421	0.847	5407	988	5237	5191	4583
5428	0.848	5407	986	5237	5191	4588
5435	0.849	5407	954	5237	5182	4593
5441	0.85	5407	953	5237	5191	4597
5448	0.851	5407	952	5237	5190	4603
5454	0.852	5407	958	5237	5182	4609
5461	0.853	5407	953	5237	5188	4614
5468	0.854	5407	936	5237	5180	4619
5474	0.855	5407	927	5237	5183	4624
5481	0.856	5407	934	5237	5185	4629
5487	0.857	5407	929	5237	5188	4635
5494	0.858	5407	933	5237	5191	4640
5501	0.859	5407	893	5237	5184	4646
5507	0.86	5407	899	5237	5191	4652
5514	0.861	5407	894	5237	5183	4657
5521	0.862	5407	884	5237	5178	4662
5527	0.863	5407	884	5237	5174	4668
5534	0.864	5407	910	5237	5180	4674
5540	0.865	5407	878	5237	5181	4680
5547	0.866	5407	870	5237	5181	4685
5554	0.867	5407	864	5237	5182	4689
5560	0.867	5407	863	5237	5188	4693
5567	0.869	5407	860	5237	5178	4700
5573	0.869	5407	876	5237	5176	4704
5580	0.871	5407	845	5237	5173	4711
5587	0.872	5407	851	5237	5175	4716
5593	0.872	5407	838	5237	5178	4720
5600	0.873	5407	833	5237	5185	4724
5606	0.874	5407	816	5237	5180	4729
5613	0.874	5407	817	5237	5193	4731
5620	0.875	5407	820	5237	5185	4735
5626	0.876	5407	797	5237	5181	4740
5633	0.877	5407	825	5237	5177	4744
5640	0.878	5407	796	5237	5175	4750
5646	0.879	5407	781	5237	5175	4755
5653	0.88	5407	784	5237	5183	4762
5659	0.881	5407	775	5237	5187	4767
5666	0.882	5407	783	5237	5173	4772
5673	0.883	5407	778	5237	5179	4777
5679	0.884	5407	757	5237	5178	4781
5686	0.885	5407	767	5237	5179	4786
5692	0.886	5407	761	5237	5183	4791
5699	0.887	5407	747	5237	5176	4797
5706	0.887	5407	723	5237	5185	4801
5712	0.888	5407	736	5237	5179	4805
5719	0.889	5407	734	5237	5182	4811
5725	0.89	5407	740	5237	5180	4817
5732	0.891	5407	725	5237	5190	4822
5739	0.892	5407	722	5237	5178	4828
5745	0.893	5407	722	5237	5182	4831
5752	0.894	5407	701	5237	5180	4836
5759	0.895	5407	710	5237	5182	4843
5765	0.896	5407	685	5237	5187	4845
5772	0.896	5407	703	5237	5179	4850
5778	0.898	5407	688	5237	5177	4856
5785	0.899	5407	671	5237	5171	4863
5792	0.9	5407	661	5237	5182	4869
5798	0.901	5407	673	5237	5189	4875
5805	0.902	5407	645	5237	5180	4879
5811	0.903	5407	640	5237	5178	4884
5818	0.904	5407	646	5237	5175	4891
5825	0.905	5407	655	5237	5181	4897
5831	0.906	5407	646	5237	5172	4900
5838	0.907	5407	635	5237	5175	4906
5845	0.908	5407	614	5237	5163	4911
5851	0.908	5407	625	5237	5169	4912
5858	0.909	5407	612	5237	5170	4917
5864	0.909	5407	610	5237	5178	4920
5871	0.911	5407	616	5237	5176	4926
5878	0.911	5407	596	5237	5177	4929
5884	0.912	5407	584	5237	5167	4932
5891	0.912	5407	597	5237	5173	4936
5897	0.913	5407	602	5237	5172	4940
5904	0.914	5407	591	5237	5180	4944
5911	0.915	5407	571	5237	5177	4949
5917	0.916	5407	566	5237	5178	4953
5924	0.916	5407	565	5237	5172	4957
5930	0.917	5407	559	5237	5166	4961
5937	0.918	5407	552	5237	5165	4967
5944	0.919	5407	564	5237	5171	4972
5950	0.92	5407	530	5237	5165	4975
5957	0.921	5407	528	5237	5161	4981
5964	0.922	5407	536	5237	5168	4986
5970	0.923	5407	524	5237	5172	4992
5977	0.924	5407	516	5237	5167	4997
5983	0.924	5407	507	5237	5163	5001
5990	0.925	5407	528	5237	5173	5006
5997	0.926	5407	506	5237	5165	5010
6003	0.927	5407	498	5237	5159	5014
6010	0.928	5407	483	5237	5163	5019
6016	0.929	5407	502	5237	5168	5024
6023	0.929	5407	506	5237	5157	5028
6030	0.931	5407	469	5237	5157	5034
6036	0.931	5407	472	5237	5157	5039
6043	0.933	5407	452	5237	5157	5045
6049	0.933	5407	469	5237	5165	5048
6056	0.934	5407	441	5237	5153	5054
6063	0.935	5407	438	5237	5155	5060
6069	0.936	5407	434	5237	5154	5065
6076	0.937	5407	435	5237	5166	5071
6083	0.938	5407	437	5237	5162	5075
6089	0.939	5407	424	5237	5161	5079
6096	0.94	5407	436	5237	5161	5085
6102	0.941	5407	414	5237	5161	5090
6109	0.942	5407	415	5237	5167	5095
6116	0.943	5407	419	5237	5156	5100
6122	0.943	5407	407	5237	5157	5104
6129	0.944	5407	394	5237	5152	5109
6135	0.945	5407	393	5237	5155	5113
6142	0.945	5407	373	5237	5161	5115
6149	0.947	5407	390	5237	5156	5121
6155	0.947	5407	386	5237	5155	5125
6162	0.948	5407	374	5237	5152	5131
6168	0.949	5407	373	5237	5162	5134
6175	0.95	5407	368	5237	5149	5139
6182	0.951	5407	346	5237	5152	5145
6188	0.952	5407	346	5237	5154	5148
6195	0.953	5407	342	5237	5157	5155
6202	0.954	5407	324	5237	5158	5160
6208	0.955	5407	322	5237	5156	5166
6215	0.955	5407	333	5237	5156	5168
6221	0.956	5407	312	5237	5165	5173
6228	0.957	5407	321	5237	5148	5178
6235	0.958	5407	311	5237	5154	5183
6241	0.959	5407	311	5237	5151	5187
6248	0.96	5407	299	5237	5157	5191
6254	0.96	5407	296	5237	5152	5195
6261	0.961	5407	286	5237	5159	5201
6268	0.962	5407	282	5237	5157	5206
6274	0.963	5407	280	5237	5153	5211
6281	0.964	5407	284	5237	5153	5217
6288	0.965	5407	254	5237	5150	5221
6294	0.966	5407	260	5237	5155	5227
6301	0.967	5407	242	5237	5158	5231
6307	0.968	5407	258	5237	5151	5234
6314	0.969	5407	242	5237	5158	5240
6321	0.97	5407	244	5237	5153	5246
6327	0.97	5407	235	5237	5156	5250
6334	0.972	5407	233	5237	5149	5257
6340	0.972	5407	216	5237	5150	5261
6347	0.973	5407	216	5237	5153	5265
6354	0.974	5407	211	5237	5153	5269
6360	0.975	5407	210	5237	5151	5274
6367	0.976	5407	212	5237	5152	5279
6373	0.977	5407	202	5237	5149	5285
6380	0.977	5407	180	5237	5154	5288
6387	0.979	5407	189	5237	5150	5294
6393	0.979	5407	171	5237	5145	5298
6400	0.98	5407	184	5237	5151	5304
6407	0.981	5407	172	5237	5144	5307
6413	0.982	5407	159	5237	5145	5313
6420	0.983	5407	151	5237	5145	5319
6426	0.984	5407	162	5237	5147	5323
6433	0.985	5407	151	5237	5143	5329
6440	0.986	5407	138	5237	5139	5334
6446	0.987	5407	143	5237	5142	5339
6453	0.988	5407	129	5237	5141	5343
6459	0.988	5407	129	5237	5140	5345
6466	0.989	5407	114	5237	5142	5351
6473	0.99	5407	118	5237	5145	5356
6479	0.991	5407	107	5237	5140	5361
6486	0.992	5407	105	5237	5143	5366
6492	0.993	5407	90	5237	5142	5371
6499	0.994	5407	86	5237	5145	5377
6506	0.995	5407	86	5237	5139	5383
6512	0.996	5407	82	5237	5140	5387
6519	0.997	5407	78	5237	5141	5392
6526	0.998	5407	74	5237	5143	5399
6532	0.999	5407	70	5237	5141	5402
6539	1	5407	62	5237	5134	5409
6545	1.001	5407	59	5237	5136	5414
6552	1.001	5407	44	5237	5136	5417
6559	1.002	5407	41	5237	5136	5423
6565	1.003	5407	38	5237	5135	5427
6572	1.004	5407	37	5237	5136	5431
6578	1.005	5407	27	5237	5132	5436
6585	1.006	5407	22	5237	5135	5441
6592	1.007	5407	18	5237	5135	5447
6598	1.007	5407	10	5237	5135	5450
6605	1.009	5407	3	5237	5135	5456
6612	1.009	5407	0	5237	5135	5461
